ID,Title,Source Name,Source URL,Article URL,Published Date,Scraped Date,Relevance Score,Content Preview
239,"Clark, Fever to vie for Cup after scuffles mar win","ESPN","https://www.espn.com/","https://www.espn.com/wnba/story/_/id/45534624/clark-fever-vie-cup-title-physical-win-vs-sun","2025-06-18T14:59:44.000Z","2025-06-18T15:28:37.314Z",50,"Caitlin Clark and the Fever advanced to the Commissioner's Cup championship game after defeating the Sun in a physical game that included a pair of scuffles and three late ejections...."
238,"Ruggs apologizes to victim's family at Vegas event","ESPN","https://www.espn.com/","https://www.espn.com/nfl/story/_/id/45534886/apologetic-henry-ruggs-speaks-hope-prisoners-event","2025-06-18T14:59:44.000Z","2025-06-18T15:28:37.254Z",50,"Former Raiders wide receiver Henry Ruggs III, on special release Tuesday night, spoke at a Hope for Prisoners event in Las Vegas and apologized to the family of a woman he killed in a car crash nearly..."
237,"Panthers relied on Marchand's 'magic' in Cup run","ESPN","https://www.espn.com/","https://www.espn.com/nhl/story/_/id/45534860/panthers-cruise-oilers-win-second-straight-stanley-cup","2025-06-18T14:59:44.000Z","2025-06-18T15:28:37.194Z",50,"Acquired at the trade deadline, Brad Marchand was a driving force behind the Panthers' playoff run, which ended with Florida lifting the Stanley Cup after eliminating Edmonton in Game 6...."
236,"Pacers prepare for G6 with or without Haliburton","ESPN","https://www.espn.com/","https://www.espn.com/nba/story/_/id/45537753/tyrese-haliburton-likely-game-call-carlisle-says","2025-06-18T14:59:44.000Z","2025-06-18T15:28:37.133Z",50,"The Pacers are preparing for the possibility of not having Tyrese Haliburton available to play in Game 6 of the NBA Finals, coach Rick Carlisle said in a radio interview...."
235,"The ultimate NFL team from past 25 years: Who makes the 53-man roster, practice squad and coaching staff?","ESPN","https://www.espn.com/","https://www.espn.com/nfl/story/_/id/45042048/nfl-best-all-quarter-century-team-25-years-tom-brady-randy-moss-ray-lewis","2025-06-18T14:52:52.000Z","2025-06-18T15:28:37.061Z",60,"In honor of hitting the quarter-century mark, we built a 53-man roster of the best NFL players from the past 25 years. Who makes the team?..."
234,"'Closest we've ever been': Panthers' Chuba Hubbard has Super Bowl aspirations; history says it's not happening","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/nfl/news/closest-weve-ever-been-panthers-chuba-hubbard-has-super-bowl-aspirations-history-says-its-not-happening/","2025-06-16T19:26:05.000Z","2025-06-16T19:48:12.173Z",60,"Carolina is an extreme longshot to hoist the Lombardi Trophy..."
233,"6/16/25","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/","2025-06-16T19:30:37.000Z","2025-06-16T19:48:12.112Z",50,"6/16..."
232,"3 best NBA player props, Pacers vs. Thunder Game 5 odds: Use SGA, Tyrese Haliburton in 2025 NBA Finals picks","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/nba/news/3-best-nba-player-props-pacers-vs-thunder-game-5-odds-use-sga-tyrese-haliburton-in-2025-nba-finals-picks/","2025-06-16T19:33:18.000Z","2025-06-16T19:48:12.052Z",70,"SportsLine's computer model has revealed three free NBA prop picks for Indiana vs. Oklahoma City in Game 5 of the 2025 NBA Finals after evaluating the latest NBA odds..."
231,"College Football Playoff odds: Searching for this year's Indiana, Arizona State? Value long shot bets for 2025","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/college-football/news/college-football-playoff-odds-searching-for-this-years-indiana-arizona-state-value-long-shot-bets-for-2025/","2025-06-16T19:34:57.000Z","2025-06-16T19:48:11.991Z",60,"These seven teams have long odds to make the CFP, but a path that could be more likely than oddsmakers expect..."
230,"Giancarlo Stanton injury update: Yankees slugger to make 2025 MLB season debut Monday","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/mlb/news/giancarlo-stanton-injury-update-yankees-slugger-to-make-2025-mlb-season-debut-monday/","2025-06-16T19:37:32.000Z","2025-06-16T19:48:11.931Z",70,"Stanton has been out all year with elbow injuries..."
229,"J.J. Spaun’s Last Shot Was The Shot Of His Life","Defector","https://defector.com/","https://defector.com/j-j-spauns-last-shot-was-the-shot-of-his-life","2025-06-16T16:16:15.000Z","2025-06-16T19:48:09.995Z",50,"The U.S. Open is a notoriously difficult tournament even under normal circumstances, but forcing professional golfers to play in the kind of weather that tormented the greater Pittsburgh area on Sunda..."
228,"The Crossword, June 16: Swing Both Ways","Defector","https://defector.com/","https://defector.com/the-crossword-june-16-swing-both-ways","2025-06-16T16:22:39.000Z","2025-06-16T19:48:09.936Z",50,"Look on the bright side: There's a new crossword for you to solve! This week's puzzle was constructed by Hanh Huynh and edited by Hoang-Kim Vu. Hanh is a bankruptcy attorney who lives in Brooklyn, N.Y..."
227,"Lando Norris Fails To Find One Gap, Widens Another","Defector","https://defector.com/","https://defector.com/lando-norris-fails-to-find-one-gap-widens-another","2025-06-16T17:06:15.000Z","2025-06-16T19:48:09.876Z",50,"Ladies and gentlemen, your two unfortunates of the past weekend: Lando Norris and local wildlife. The Circuit Gilles Villeneuve, host site of the Canadian Grand Prix, encircles an island in Montreal...."
226,"Dodgers Innovate Watchable June Bullpen Game","Defector","https://defector.com/","https://defector.com/shohei-ohtani-dodgers-pitching-return","2025-06-16T18:55:14.000Z","2025-06-16T19:48:09.817Z",50,"Shohei Ohtani has not pitched in a game since 2023, when in addition to leading the league in all the cool batting stats he also struck out 11.4 per nine with a 1.061 WHIP in 23 starts. I was a witnes..."
225,"A Good Marriage Plot Needs Real Stakes","Defector","https://defector.com/","https://defector.com/a-good-marriage-plot-needs-real-stakes","2025-06-16T19:37:23.000Z","2025-06-16T19:48:09.757Z",50,"A romantic comedy often opens with a scene where the protagonist demonstrates that she's not like other girls. In Legally Blonde, that's Reese Witherspoon slipping her freshly painted toenails into we..."
224,"Report: Nets could explore jumping Wizards to take Jeremiah Fears","Yahoo Sports","https://sports.yahoo.com/","https://netswire.usatoday.com/story/sports/nba/nets/2025/06/16/report-nets-could-explore-jumping-wizards-to-take-jeremiah-fears/84232407007/","2025-06-16T19:31:20.000Z","2025-06-16T19:48:09.395Z",50,"Like every other team, the Brooklyn Nets have players they would like to take in the 2025 NBA Draft. Could the Washington Wizards get in their way?..."
223,"US hockey announces initial 6 players for 2026 Milan Olympics","Yahoo Sports","https://sports.yahoo.com/","https://sports.yahoo.com/article/us-hockey-announces-initial-6-193402190.html","2025-06-16T19:34:02.000Z","2025-06-16T19:48:09.335Z",60,"The U.S. named Matthew and Brady Tkachuk, Auston Matthews, Jack Eichel, Quinn Hughes and Charlie McAvoy as its first six players for the 2026 Olympics, avoiding goaltenders on the initial roster unvei..."
222,"Kyler Murray must avoid interceptions in 2025","Yahoo Sports","https://sports.yahoo.com/","https://cardswire.usatoday.com/story/sports/nfl/cardinals/2025/06/16/kyler-murray-must-avoid-interceptions-in-2025/84229199007/","2025-06-16T19:34:18.000Z","2025-06-16T19:48:09.274Z",50,"Kyler Murray interceptions in 2024 aren't far removed from the memory of Cardinals fans...."
221,"David Ortiz responds to Red Sox&#39;s Rafael Devers trade: &#39;You&#39;ve got to put your ego aside&#39;","Yahoo Sports","https://sports.yahoo.com/","https://sports.yahoo.com/mlb/article/david-ortiz-responds-to-red-soxs-rafael-devers-trade-youve-got-to-put-your-ego-aside-193444836.html","2025-06-16T19:34:44.000Z","2025-06-16T19:48:09.214Z",60,"David Ortiz changed course after supporting Rafael Devers in early June...."
220,"Astros&#39; Lance McCullers Jr. sidelined with sprained foot, rookie Ryan Gusto to start","Yahoo Sports","https://sports.yahoo.com/","https://sports.yahoo.com/article/astros-lance-mccullers-jr-sidelined-193710807.html","2025-06-16T19:37:10.000Z","2025-06-16T19:48:09.151Z",50,"The Houston Astros placed right-hander Lance McCullers Jr. on the 15-day injured list with a sprained right foot Monday before his scheduled start against the Athletics.  The move, which is retroactiv..."
219,"On cusp of Cup, Tkachuk to play like it's Game 7","ESPN","https://www.espn.com/","https://www.espn.com/nhl/story/_/id/45524636/panthers-matthew-tkachuk-look-wrap-title-6-not-7","2025-06-16T19:41:50.000Z","2025-06-16T19:48:06.380Z",50,"The Panthers have struggled to close out teams on their first try and are looking to avoid a second straight Stanley Cup Game 7 as they aim to put away the Oilers on Tuesday and win back-to-back champ..."
218,"Spaun captures first major title, wins U.S. Open","ESPN","https://www.espn.com/","https://www.espn.com/golf/story/_/id/45520741/jj-spaun-captures-first-major-title-wins-125th-us-open","2025-06-16T19:41:50.000Z","2025-06-16T19:48:06.319Z",50,"J.J. Spaun, 34, who started Sunday one stroke behind 54-hole leader Sam Burns, survived a terrible start and challenging elements to pull away from the pack and capture his first major title with a tw..."
217,"Fulmer's grandson commits to Vols' class of '27","ESPN","https://www.espn.com/","https://www.espn.com/college-football/story/_/id/45524842/vols-earn-2027-commitment-phil-fulmer-grandson","2025-06-16T19:41:50.000Z","2025-06-16T19:48:06.260Z",50,"Linebacker prospect JP Peace, grandson of national champion head coach and former Vols athletic director Phillip Fulmer, announced his commitment to the Tennessee program on Monday...."
216,"Yankees' Stanton activated, set for season debut","ESPN","https://www.espn.com/","https://www.espn.com/mlb/story/_/id/45524587/sources-yankees-giancarlo-stanton-make-debut-vs-angels","2025-06-16T19:41:50.000Z","2025-06-16T19:48:06.199Z",50,"The Yankees reinstated designated hitter Giancarlo Stanton from the injured list Monday...."
215,"Red Sox deal All-Star Devers to Giants in stunner","ESPN","https://www.espn.com/","https://www.espn.com/mlb/story/_/id/45520142/red-sox-trade-all-star-slugger-rafael-devers-giants","2025-06-16T19:41:52.000Z","2025-06-16T19:48:06.120Z",50,"The Giants are sending Jordan Hicks, Kyle Harrison, outfield prospect James Tibbs III and pitching prospect Jose Bello to the Red Sox for Rafael Devers...."
